"Region","Year","meanTemp"
"SK03","1961",7.62354102568622
"SK04","1961",8.17437358579868
"UKC","1961",8.19839744231401
"UKD","1961",8.99381880047204
"UKE","1961",9.25085896069996
"UKF","1961",9.53763036927831
"UKG","1961",9.72077169065057
"UKH","1961",10.2137102489329
"UKJ","1961",10.4010818096288
"UKK","1961",10.2875775873726
"UKL","1961",9.46958853704238
"UKM","1961",7.63559028747233
"UKN","1961",8.94211029513481
"AT11","1962",8.78128015501277
"AT12","1962",7.37857781145911
"AT13","1962",7.9182731674827
"AT21","1962",5.97694440951778
"AT22","1962",6.35145564364565
"AT31","1962",6.96891903632709
"AT32","1962",4.0294680733313
"AT33","1962",3.95447531186136
"AT34","1962",3.40267299453043
"BE10","1962",9.18333320816358
"BE21","1962",8.72524591105395
"BE22","1962",8.35808824128745
"BE23","1962",9.06983717671923
"BE24","1962",8.85452026928813
"BE25","1962",8.72240866121741
"BE31","1962",8.94728032483415
"BE32","1962",8.49366006566931
"BE33","1962",7.38423956743933
"BE34","1962",6.64965752518312
"BE35","1962",7.45888160357704
"BG31","1962",10.9792782326316
"BG32","1962",11.1800219927717
"BG33","1962",11.6136256314136
"BG34","1962",11.9576537045605
"BG41","1962",8.03828300326288
"BG42","1962",11.9214676464068
"CY","1962",19.3119303642703
"CZ01","1962",7.68268843268637
"CZ02","1962",6.98584144980824
"CZ03","1962",5.96190666722854
"CZ04","1962",6.4792355413269
"CZ05","1962",5.96086726514097
"CZ06","1962",6.30645354534568
"CZ07","1962",6.64742305091908
"CZ08","1962",6.75132939805415
"DE1","1962",7.6299402950818
"DE2","1962",6.7864317673474
"DE4","1962",7.80493373883891
"DE5","1962",7.58758988035478
"DE6","1962",7.50062893618062
"DE7","1962",7.4166551706015
"DE8","1962",7.6271311977396
"DE9","1962",7.56580768090665
"DEA","1962",8.15351299855126
"DEB","1962",7.72632204396711
"DEC","1962",8.36488623450981
"DED","1962",7.31173295384318
"DEE","1962",7.71426461406289
"DEF","1962",7.62513458107909
"DEG","1962",6.79749177344727
"DK01","1962",7.22137680699248
"DK02","1962",7.44107303401728
"DK03","1962",7.20845590240217
"DK04","1962",6.98958648159807
"DK05","1962",6.83147298781985
"EE","1962",4.47227527459016
"EL30","1962",17.3330646509765
"EL41","1962",17.0432796580817
"EL42","1962",0
"EL43","1962",15.0455334041119
"EL51","1962",13.2018341151032
"EL52","1962",15.2385417310491
"EL53","1962",12.1509983808258
"EL54","1962",14.3545646515853
"EL61","1962",14.6950963950059
"EL62","1962",17.5749998092651
"EL63","1962",15.4124194221791
"EL64","1962",15.3118012716866
"EL65","1962",16.1131011368228
"ES11","1962",11.5866768008221
"ES12","1962",10.0036548908952
"ES13","1962",10.2871160072882
"ES21","1962",11.3409215621154
"ES22","1962",11.9845622646387
"ES23","1962",9.67521042774372
"ES24","1962",12.7650801223854
"ES30","1962",14.03334749848
"ES41","1962",10.888033072415
"ES42","1962",13.4987576777558
"ES43","1962",15.5860100102227
"ES51","1962",12.9293113328663
"ES52","1962",14.6153225959629
"ES53","1962",13.466666618983
"ES61","1962",16.2560045860668
"ES62","1962",14.8569940038256
"ES70","1962",15.3277778398423
"FI19","1962",2.59722629948933
"FI1B","1962",3.49150000141727
"FI1C","1962",3.2025072653732
"FI1D","1962",1.46775824269647
"FI20","1962",4.98514497560867
"FR10","1962",9.46620875457813
"FR21","1962",8.9316573135513
"FR22","1962",8.93114187959333
"FR23","1962",8.88146833175723
"FR24","1962",9.89721174415908
"FR25","1962",9.3918307209917
"FR26","1962",9.44689223624253
"FR30","1962",8.76851850450871
"FR41","1962",8.26505471438958
"FR42","1962",8.52717559275858
"FR43","1962",8.43108521315992
"FR51","1962",10.5032185197319
"FR52","1962",10.1570286599546
"FR53","1962",10.9188960655277
"FR61","1962",11.5420829626002
"FR62","1962",11.1380752808068
"FR63","1962",9.44058170527974
"FR71","1962",9.56842710036634
"FR72","1962",8.34768013313299
"FR81","1962",12.4119048500306
"FR82","1962",10.6586429051558
"FR83","1962",13.3812499410576
"HR03","1962",11.0289954144218
"HR04","1962",9.90417075670197
"HU1","1962",9.67032409821947
"HU21","1962",9.65011177093816
"HU22","1962",9.08990467990908
"HU23","1962",10.4586251722274
"HU31","1962",9.24863098753794
"HU32","1962",9.63804244938877
"HU33","1962",10.2403266262801
"IE01","1962",8.67975105268167
"IE02","1962",8.54698466723295
"ITC1","1962",10.9666522308935
"ITC2","1962",2.80515174139255
"ITC3","1962",10.4898550331161
"ITC4","1962",11.3048401210075
"ITF1","1962",11.4862010851069
"ITF2","1962",12.3108378931627
"ITF3","1962",13.2700092063555
"ITF4","1962",14.3937940034368
"ITF5","1962",13.4112340757784
"ITF6","1962",16.3509058867676
"ITG1","1962",15.5123727414501
"ITG2","1962",14.3802581513209
"ITH3","1962",11.7491228131244
"ITH4","1962",9.82337258846736
"ITI1","1962",13.5115079001952
"ITI2","1962",12.8692948949643
"ITI4","1962",13.3175200794436
"LT","1962",5.60229923588862
"LU","1962",7.33615264883953
"LV","1962",5.00195478785837
"MT","1962",0
"NL11","1962",7.80667019485148
"NL12","1962",7.88584972413414
"NL13","1962",7.82346241034082
"NL21","1962",8.08055150291482
"NL22","1962",8.49637773658786
"NL23","1962",8.25483115891642
"NL31","1962",8.34478652632638
"NL32","1962",8.38857078614492
"NL33","1962",8.4866059943179
"NL34","1962",9.21985294199944
"NL41","1962",8.52181463467372
"NL42","1962",8.72615937287177
"PL11","1962",7.49857989826205
"PL12","1962",6.92972017060003
"PL21","1962",6.31597105030132
"PL22","1962",6.94893857212645
"PL31","1962",6.80943424311692
"PL32","1962",7.01736000150365
"PL33","1962",6.85182038148079
"PL34","1962",6.01318593739805
"PL41","1962",7.5992155003303
"PL42","1962",7.07761768220971
"PL43","1962",7.87165241705471
"PL51","1962",6.75494423092486
"PL52","1962",7.12784144301199
"PL61","1962",7.30715713737209
"PL62","1962",5.87432452660869
"PL63","1962",6.6191378949574
"PT11","1962",13.0709572849976
"PT15","1962",16.5163332485623
"PT16","1962",14.8923731974502
"PT17","1962",16.3137426344972
"PT18","1962",16.176099686934
"PT20","1962",0
"PT30","1962",0
"RO11","1962",8.61259033505963
"RO12","1962",7.47737091558965
"RO21","1962",8.53840487465444
"RO22","1962",10.7540914313212
"RO31","1962",10.8746113888769
"RO32","1962",11.0473434308484
"RO41","1962",10.3423135443179
"RO42","1962",9.81298930494622
"SE11","1962",4.82774390280247
"SE12","1962",4.78110676277623
"SE21","1962",5.50519080439585
"SE22","1962",6.50348020377563
"SE23","1962",5.58027726585525
"SE31","1962",3.3529548658575
"SE32","1962",1.44857355818018
"SE33","1962",0.375341526751758
"SI03","1962",7.83674973010836
"SI04","1962",7.4343013897858
"SK01","1962",8.79432312545558
"SK02","1962",8.604633048686
"SK03","1962",6.25974280002843
"SK04","1962",6.8622247198697
"UKC","1962",7.05865388520253
"UKD","1962",7.84891583908916
"UKE","1962",8.0169486860587
"UKF","1962",8.12036920943432
"UKG","1962",8.3764916152585
"UKH","1962",8.60970988506224
"UKJ","1962",8.80163882288447
"UKK","1962",8.83308691834176
"UKL","1962",8.26417710147376
"UKM","1962",6.79138194139012
"UKN","1962",8.20239226582386
"AT11","1963",8.74956864834325
"AT12","1963",7.46945438112399
"AT13","1963",7.79498002687132
"AT21","1963",6.44555554939779
"AT22","1963",6.62041486650055
"AT31","1963",7.10685299063076
"AT32","1963",4.27517725501659
"AT33","1963",4.29984566808483
"AT34","1963",3.6622641312673
"BE10","1963",8.88333346446355
"BE21","1963",8.39918042194974
"BE22","1963",8.20974258873977
"BE23","1963",8.6333333114246
"BE24","1963",8.59206642019866
"BE25","1963",8.26178223886413
"BE31","1963",8.67031953606377
"BE32","1963",8.15049462823188
"BE33","1963",7.33485023441326
"BE34","1963",6.61914002577827
"BE35","1963",7.3183114531706
"BG31","1963",10.6032737231192
"BG32","1963",10.5455901335261
"BG33","1963",11.008837303347
"BG34","1963",11.194320376051
"BG41","1963",7.8350391061414
"BG42","1963",11.3816158945653
"CY","1963",19.1172661135237
"CZ01","1963",7.74410052171556
"CZ02","1963",7.05997172915482
"CZ03","1963",6.15440002804995
"CZ04","1963",6.67052339259586
"CZ05","1963",5.95463953708843
"CZ06","1963",6.38777384641671
"CZ07","1963",6.58022646009479
"CZ08","1963",6.60667161389283
"DE1","1963",7.48202363212859
"DE2","1963",6.7486009928451
"DE4","1963",7.72916668510348
"DE5","1963",7.39489402205681
"DE6","1963",7.35974839161027
"DE7","1963",7.35321841409837
"DE8","1963",7.40818543537736
"DE9","1963",7.36078590980328
"DEA","1963",8.07479891387187
"DEB","1963",7.49591507024696
"DEC","1963",8.16755688110869
"DED","1963",7.29267304251588
"DEE","1963",7.63741686058018
"DEF","1963",7.34648946547081
"DEG","1963",6.6976014378546
"DK01","1963",6.99698068949299
"DK02","1963",7.15274565461465
"DK03","1963",6.7694546501837
"DK04","1963",6.58325856178628
"DK05","1963",6.48929663198819
"EE","1963",3.962500021719
"EL30","1963",17.2849462596319
"EL41","1963",16.8534945416194
"EL42","1963",0
"EL43","1963",15.064466591835
"EL51","1963",12.7858452302251
"EL52","1963",15.0195932512925
"EL53","1963",12.111533577274
"EL54","1963",14.4112594024965
"EL61","1963",14.547590724465
"EL62","1963",17.875
"EL63","1963",15.400752666144
"EL64","1963",15.2504658575014
"EL65","1963",16.1034411680244
"ES11","1963",11.1791921411815
"ES12","1963",9.75738306927402
"ES13","1963",10.2895620004512
"ES21","1963",11.0513333408213
"ES22","1963",11.0745875066316
"ES23","1963",8.98958328854989
"ES24","1963",12.0727980524624
"ES30","1963",13.5529146348951
"ES41","1963",10.4063965605604
"ES42","1963",12.8873147610427
"ES43","1963",15.2333480611915
"ES51","1963",12.5488715354629
"ES52","1963",14.3287634306606
"ES53","1963",13.3999998569489
"ES61","1963",15.8670593627333
"ES62","1963",14.7058571870866
"ES70","1963",15.4726190945459
"FI19","1963",2.84534455453822
"FI1B","1963",3.37716661652757
"FI1C","1963",3.11150724591768
"FI1D","1963",1.56990149204497
"FI20","1963",4.89166678315488
"FR10","1963",8.95258695953236
"FR21","1963",8.64596973661372
"FR22","1963",8.42523584091881
"FR23","1963",8.50047255741959
"FR24","1963",9.50292948695326
"FR25","1963",8.89169947514905
"FR26","1963",9.08428125208785
"FR30","1963",8.33201055102234
"FR41","1963",8.01821028197497
"FR42","1963",8.29188792058885
"FR43","1963",8.05334688295145
"FR51","1963",9.92806194359413
"FR52","1963",9.57720971965296
"FR53","1963",10.3781673064659
"FR61","1963",11.0761738280141
"FR62","1963",10.6882317147132
"FR63","1963",9.12864675967448
"FR71","1963",9.11233196356014
"FR72","1963",8.04974525648249
"FR81","1963",11.9932322298144
"FR82","1963",10.4492619094182
"FR83","1963",13.3895834022098
"HR03","1963",11.10996956444
"HR04","1963",10.0186705477912
"HU1","1963",9.5670000411846
"HU21","1963",9.54592271195766
"HU22","1963",9.04554310628826
"HU23","1963",10.4523670814071
"HU31","1963",9.09371030084818
"HU32","1963",9.64320173804388
"HU33","1963",10.2424204845724
"IE01","1963",8.41747580263532
"IE02","1963",8.32170505311724
"ITC1","1963",10.3485005903847
"ITC2","1963",2.6723615016754
"ITC3","1963",10.108695756806
"ITC4","1963",10.9831088714272
"ITF1","1963",11.7482231689581
"ITF2","1963",12.5793261506663
"ITF3","1963",13.3521978242302
"ITF4","1963",14.4999706180233
"ITF5","1963",13.3351269917741
"ITF6","1963",16.224529007034
"ITG1","1963",15.1644532784734
"ITG2","1963",14.3001139308344
"ITH3","1963",11.7722456139888
"ITH4","1963",10.006627473241
"ITI1","1963",13.306531046904
"ITI2","1963",12.8543131248582
"ITI4","1963",13.4289993022131
"LT","1963",5.3898954973428
"LU","1963",7.19650693883201
"LV","1963",4.54582108026373
"MT","1963",0
"NL11","1963",7.31035407373578
"NL12","1963",7.3785406572195
"NL13","1963",7.38021218155363
"NL21","1963",7.78898203069755
"NL22","1963",8.28633034473294
"NL23","1963",7.8523941246444
"NL31","1963",8.04823486156431
"NL32","1963",7.83751058400126
"NL33","1963",8.15907555175053
"NL34","1963",8.72549015626896
"NL41","1963",8.24981262146604
"NL42","1963",8.60176329036842
"PL11","1963",6.92987177282043
"PL12","1963",6.58160107825662
"PL21","1963",6.20065216807352
"PL22","1963",6.81937670073697
"PL31","1963",6.35600031037552
"PL32","1963",6.75599508975238
"PL33","1963",6.6089771471908
"PL34","1963",5.91450279610811
"PL41","1963",7.04526746146277
"PL42","1963",6.69364792950573
"PL43","1963",7.35650518547004
"PL51","1963",6.24085155254408
"PL52","1963",6.93342889194958
"PL61","1963",6.83923661149956
"PL62","1963",5.88648277447404
"PL63","1963",6.53775861262419
"PT11","1963",12.7356216248713
"PT15","1963",16.0999111768934
"PT16","1963",14.4289855468964
"PT17","1963",16.0761696162977
"PT18","1963",15.8362714398768
"PT20","1963",0
"PT30","1963",0
"RO11","1963",8.68385171231106
"RO12","1963",7.41335611768436
"RO21","1963",7.94670237960328
"RO22","1963",10.2173210317824
"RO31","1963",10.3371545687944
"RO32","1963",10.4843791331093
"RO41","1963",10.0251046532547
"RO42","1963",9.79180507449313
"SE11","1963",4.88323168347522
"SE12","1963",4.85908854543814
"SE21","1963",5.47317620414266
"SE22","1963",6.2836525909517
"SE23","1963",5.41513860522386
"SE31","1963",3.5166998498592
"SE32","1963",2.09294294201218
"SE33","1963",1.13661200360807
"SI03","1963",7.9850255375012
"SI04","1963",7.73587961399282
"SK01","1963",8.75862450034424
"SK02","1963",8.55672783784181
"SK03","1963",6.36266068434739
"SK04","1963",7.01602125579552
"UKC","1963",6.93480771556019
"UKD","1963",7.78419089891668
"UKE","1963",7.91902560664866
"UKF","1963",7.9982895269014
"UKG","1963",8.21718439807715
"UKH","1963",8.48755545860689
"UKJ","1963",8.58628960694374
"UKK","1963",8.60717415016154
"UKL","1963",8.04127905502267
"UKM","1963",6.59212499294792
"UKN","1963",8.0425538616432
"AT11","1964",9.19549689479198
"AT12","1964",7.77473168555574
"AT13","1964",8.20582331866624
"AT21","1964",6.8117592362825
"AT22","1964",7.05258371051146
"AT31","1964",7.61452906881566
"AT32","1964",4.97783686510215
"AT33","1964",4.99675925281819
"AT34","1964",4.68238992557961
"BE10","1964",10.1583333710829
"BE21","1964",9.70224044629134
"BE22","1964",9.47218137818809
"BE23","1964",9.9614518842636
"BE24","1964",9.87137149771055
"BE25","1964",9.47552196931519
"BE31","1964",9.95615518900699
"BE32","1964",9.35743406875063
"BE33","1964",8.58416078228524
"BE34","1964",7.86447873780195
"BE35","1964",8.54276312457136
"BG31","1964",10.5604663375083
"BG32","1964",10.5345260359321
"BG33","1964",10.8717237672761
"BG34","1964",10.9905986678591
"BG41","1964",7.35053130678032
"BG42","1964",10.6978141425016
"CY","1964",18.1658872114383
"CZ01","1964",8.48760748005273
"CZ02","1964",7.90511727475932
"CZ03","1964",6.86269329029123
"CZ04","1964",7.31897382564668
"CZ05","1964",6.72682007800237
"CZ06","1964",6.95478093139541
"CZ07","1964",6.97387486463899
"CZ08","1964",6.90161254408928
"DE1","1964",8.70948696264645
"DE2","1964",7.69748424841184
"DE4","1964",8.5105299494967
"DE5","1964",8.34128701362571
"DE6","1964",8.13380504724037
"DE7","1964",8.54896553096501
"DE8","1964",8.27846204250644
"DE9","1964",8.41592815550147
"DEA","1964",9.33530437131181
"DEB","1964",8.77182115603347
"DEC","1964",9.31998020028797
"DED","1964",8.05189005600514
"DEE","1964",8.50048042359402
"DEF","1964",8.12165771136892
"DEG","1964",7.72183389686612
"DK01","1964",7.85422705768963
"DK02","1964",7.9525304279495
"DK03","1964",7.63123470901023
"DK04","1964",7.43659693836204
"DK05","1964",7.27163607729494
"EE","1964",4.88001873004721
"EL30","1964",16.2750001235675
"EL41","1964",15.7311827982626
"EL42","1964",0
"EL43","1964",14.1235333154996
"EL51","1964",11.4027910304733
"EL52","1964",14.3498015692236
"EL53","1964",11.3319380238664
"EL54","1964",13.5661048111105
"EL61","1964",13.8238377687405
"EL62","1964",16.883333325386
"EL63","1964",14.6762365668051
"EL64","1964",14.3982919407025
"EL65","1964",15.3296020179246
"ES11","1964",11.6146809387767
"ES12","1964",10.2047514680185
"ES13","1964",10.7642491220479
"ES21","1964",11.7067844284837
"ES22","1964",11.9469865480331
"ES23","1964",9.93813132540941
"ES24","1964",13.0045670479677
"ES30","1964",14.3627334669882
"ES41","1964",11.0611819497036
"ES42","1964",13.6554557730475
"ES43","1964",15.7165187932683
"ES51","1964",13.2915219757404
"ES52","1964",14.9789554129044
"ES53","1964",13.5499999523163
"ES61","1964",16.2604540027034
"ES62","1964",15.3083477905098
"ES70","1964",15.8690476266165
"FI19","1964",3.37275171092004
"FI1B","1964",4.14177777299864
"FI1C","1964",3.7738695665978
"FI1D","1964",2.23181575231246
"FI20","1964",5.45362324321616
"FR10","1964",10.1864926581605
"FR21","1964",9.91460867648254
"FR22","1964",9.6254716883699
"FR23","1964",9.5474346155384
"FR24","1964",10.6606978128326
"FR25","1964",9.97146766404813
"FR26","1964",10.3366150477638
"FR30","1964",9.43574370284385
"FR41","1964",9.25814770224412
"FR42","1964",9.46061950355252
"FR43","1964",9.29384722376395
"FR51","1964",10.9671422195003
"FR52","1964",10.6371657084637
"FR53","1964",11.3818034709009
"FR61","1964",11.9014818351933
"FR62","1964",11.6395051348667
"FR63","1964",10.157775786231
"FR71","1964",10.3656581683989
"FR72","1964",9.2696142443876
"FR81","1964",12.9375408077145
"FR82","1964",11.4321190487239
"FR83","1964",14.0930555297269
"HR03","1964",11.1820015929515
"HR04","1964",9.99476217648695
"HU1","1964",9.6737778154395
"HU21","1964",9.7903261807272
"HU22","1964",9.45182419051053
"HU23","1964",10.4639915618538
"HU31","1964",9.03708333487933
"HU32","1964",9.25463988698438
"HU33","1964",9.96515906292249
"IE01","1964",9.38883124474503
"IE02","1964",9.34349779855264
"ITC1","1964",11.4526961419996
"ITC2","1964",4.2223057429112
"ITC3","1964",11.1576087405446
"ITC4","1964",11.7701318705743
"ITF1","1964",11.5951060094775
"ITF2","1964",12.4280358658517
"ITF3","1964",13.2727335176461
"ITF4","1964",14.1115756865958
"ITF5","1964",13.0552780064692
"ITF6","1964",16.0080072294111
"ITG1","1964",15.1076139383951
"ITG2","1964",14.9277335228844
"ITH3","1964",12.3010702187633
"ITH4","1964",10.4905882649328
"ITI1","1964",13.9575231245882
"ITI2","1964",13.2094047804019
"ITI4","1964",13.5890562537973
"LT","1964",5.80870737667524
"LU","1964",8.46858786355087
"LV","1964",5.33955272795998
"MT","1964",0
"NL11","1964",8.630436419993
"NL12","1964",8.80112549360346
"NL13","1964",8.71920362731664
"NL21","1964",9.11120016754952
"NL22","1964",9.57490292835038
"NL23","1964",9.26332702047948
"NL31","1964",9.43522164986541
"NL32","1964",9.32090743483882
"NL33","1964",9.55576927461203
"NL34","1964",10.1251226239929
"NL41","1964",9.56884617227363
"NL42","1964",9.83990341817987
"PL11","1964",7.46059174806879
"PL12","1964",7.12979705041093
"PL21","1964",6.36478260016096
"PL22","1964",7.10415537289218
"PL31","1964",6.72777049368604
"PL32","1964",6.79170741780969
"PL33","1964",6.91165927134224
"PL34","1964",6.36061695559468
"PL41","1964",7.84214893192026
"PL42","1964",7.57533624665373
"PL43","1964",8.46868470134983
"PL51","1964",7.05900905641848
"PL52","1964",7.42698187249381
"PL61","1964",7.58952509990079
"PL62","1964",6.5232584999006
"PL63","1964",7.17354890975416
"PT11","1964",13.3084668708975
"PT15","1964",16.3348888664246
"PT16","1964",15.16911236376
"PT17","1964",16.5304823991848
"PT18","1964",16.3572680574922
"PT20","1964",0
"PT30","1964",0
"RO11","1964",8.13761388373649
"RO12","1964",6.94431858440363
"RO21","1964",8.04805437184135
"RO22","1964",10.2489018916992
"RO31","1964",10.4046560452053
"RO32","1964",10.5943538955129
"RO41","1964",9.97866245613418
"RO42","1964",9.32253852609093
"SE11","1964",5.85101626074411
"SE12","1964",5.8845312462101
"SE21","1964",6.37345678112381
"SE22","1964",7.18984669919862
"SE23","1964",6.47622873720131
"SE31","1964",4.51205180137162
"SE32","1964",2.70060061522432
"SE33","1964",1.72513662532094
"SI03","1964",8.24741375920664
"SI04","1964",8.00178878435784
"SK01","1964",9.08333320906481
"SK02","1964",8.89140665512817
"SK03","1964",6.59634024252642
"SK04","1964",6.86643879783277
"UKC","1964",7.8713461944117
"UKD","1964",8.65406148140967
"UKE","1964",8.8106666744978
"UKF","1964",8.98940343753865
"UKG","1964",9.20475837870462
"UKH","1964",9.49114930255274
"UKJ","1964",9.72880252769285
"UKK","1964",9.68141658624274
"UKL","1964",9.0514013112551
"UKM","1964",7.48002778663093
"UKN","1964",8.93989224507177
"AT11","1965",8.83274659723187
"AT12","1965",7.33674717249241
"AT13","1965",7.84568272521308
"AT21","1965",6.04231486476406
"AT22","1965",6.56528386603526
"AT31","1965",7.16336776456601
"AT32","1965",4.14652481655333
"AT33","1965",4.19243825844454
"AT34","1965",3.60235850111166
"BE10","1965",9.74166675408681
"BE21","1965",9.15838795952458
"BE22","1965",8.85067401643769
"BE23","1965",9.52564098264142
"BE24","1965",9.30098403436745
"BE25","1965",9.08176733698976
"BE31","1965",9.3416523223732
"BE32","1965",8.89036267130732
"BE33","1965",7.82878252788292
"BE34","1965",7.08215368805167
"BE35","1965",7.86946273871224
"BG31","1965",10.4956597209758
"BG32","1965",10.3766164633961
"BG33","1965",10.7100470447713
